@relation fis
@attribute a00 real [0,1]
@attribute a01 real [0,1]
@attribute a02 real [0,1]
@attribute a03 real [0,1]
@attribute a04 real [0,1]
@attribute a05 real [0,1]
@attribute a06 real [0,1]
@attribute a07 real [0,1]
@attribute a08 real [0,1]
@attribute a09 real [0,1]
@attribute a10 real [0,1]
@attribute a11 real [0,1]
@attribute a12 real [0,1]
@attribute a13 real [0,1]
@attribute a14 real [0,1]
@attribute a15 real [0,1]
@attribute a16 real [0,1]
@attribute a17 real [0,1]
@attribute a18 real [0,1]
@attribute a19 real [0,1]
@attribute a20 real [0,1]
@attribute class {0,1}
@data
0.11538,0.0992531,0.172691,0.15589,0.243025,0.277283,0.240818,0.277942,0.154455,0.16173,0.160741,0.160746,0.0517126,0.0493892,0.173142,0.116459,0.0910831,0.293239,0.0542441,0.241681,0.27768,0
0.0302596,0.0650073,0.0850314,0.0647125,0.125628,0.164397,0.123238,0.162391,0.076451,0.0714633,0.0735232,0.0735352,0.0827718,0.0719863,0.15413,0.132089,0.0651061,0.0539981,0.0841694,0.124123,0.163529,0
0.0739352,0.136644,0.124834,0.0914773,0.133121,0.0921271,0.132853,0.0933019,0.102268,0.106778,0.10554,0.105534,0.179599,0.206229,0.108707,0.144558,0.136559,0.0872636,0.179309,0.132705,0.0929869,0
0.0503788,0.0550707,0.0868463,0.0735973,0.16463,0.0829223,0.163391,0.0840543,0.068397,0.0778174,0.0765149,0.0764994,0.0413245,0.0750416,0.0968459,0.0697036,0.0535244,0.0943255,0.0421975,0.163942,0.0836122,0
0.260962,0.331392,0.283113,0.264386,0.163357,0.137195,0.167326,0.148075,0.245769,0.284492,0.275799,0.27585,0.295589,0.364091,0.166137,0.272884,0.331861,0.152707,0.294984,0.165013,0.142156,0
0.135204,0.245544,0.402314,0.267118,0.65718,0.925495,0.648854,0.913897,0.344683,0.308776,0.318766,0.318794,0.282252,0.0667043,0.354651,0.516746,0.23767,0.34507,0.289585,0.652025,0.920662,0
0.373331,0.420886,0.566394,0.447723,0.518455,0.472498,0.520194,0.479004,0.495239,0.502023,0.497085,0.497153,0.299695,0.118743,0.39786,0.484963,0.409383,0.516238,0.304826,0.518232,0.476747,0
0.327035,0.615473,0.557858,0.475856,0.644917,0.971481,0.641777,0.973313,0.510384,0.503172,0.509357,0.509463,0.744999,0.23244,0.517019,0.770953,0.61167,0.381957,0.74652,0.642238,0.972979,0
0.215055,0.267191,0.292932,0.24828,0.359616,0.352891,0.358112,0.35514,0.277884,0.264576,0.263732,0.26376,0.203411,0.175101,0.205923,0.294323,0.2626,0.26408,0.205832,0.358573,0.354932,0
0.165217,0.192167,0.246483,0.242398,0.295415,0.449213,0.292711,0.450926,0.251092,0.237607,0.243296,0.243335,0.138696,0.111869,0.219798,0.281103,0.185667,0.286376,0.142371,0.293654,0.450592,0
0.0549268,0.0641524,0.0640724,0.0709811,0.0714924,0.103337,0.0708789,0.105462,0.0679479,0.0665114,0.0674253,0.0674351,0.0482207,0.175101,0.0460596,0.0881023,0.0641409,0.0564729,0.0487068,0.0711357,0.104367,0
0.126203,0.180746,0.253267,0.199522,0.289007,0.245344,0.287312,0.245503,0.219628,0.221225,0.219949,0.219966,0.170474,0.0905117,0.268208,0.286683,0.176212,0.227016,0.173546,0.287865,0.24573,0
0.10579,0.141758,0.284502,0.223343,0.410086,0.754321,0.402931,0.745878,0.24123,0.244691,0.244026,0.244056,0.105233,0.0217921,0.411879,0.216965,0.130049,0.407485,0.111231,0.405883,0.750863,1
0.156188,0.152872,0.153804,0.174268,0.0859709,0.152671,0.0871713,0.159595,0.135552,0.182262,0.165679,0.1657,0.118551,0.19909,0.172868,0.1539,0.15102,0.142268,0.119129,0.0864178,0.156022,1
0.00573479,0.00933976,0.00823591,0.00451836,0.00794796,0.0114893,0.00718676,0.0114597,0.00337373,0.00695436,0.0060502,0.00605236,0.0115814,0.19684,0.0131495,0.0103439,0.0102403,0.00879797,0.0114563,0.00756958,0.0113884,1
0.226278,0.387399,0.419963,0.390606,0.736087,0.742978,0.727062,0.7391,0.356843,0.420744,0.400558,0.400568,0.43732,0.116734,0.746455,0.505701,0.377763,0.451453,0.441607,0.730491,0.741749,1
0.249767,0.319246,0.457037,0.310735,0.607966,0.612946,0.604895,0.60963,0.381122,0.372731,0.375713,0.375767,0.244367,0.0794423,0.360674,0.340349,0.302891,0.607541,0.248203,0.605899,0.611884,1
0.15839,0.169664,0.390724,0.266556,0.66641,0.494071,0.658278,0.484188,0.313272,0.319414,0.318427,0.318465,0.0961957,0.0162163,0.500294,0.196299,0.146096,0.742787,0.101215,0.661636,0.489483,1
0.318367,0.276354,0.491451,0.38846,0.579146,0.496172,0.578997,0.500884,0.339655,0.465746,0.423323,0.42336,0.144943,0.127345,0.580713,0.260938,0.260981,0.562291,0.150321,0.579074,0.498622,1
0.159748,0.266256,0.348042,0.288669,0.283499,0.34137,0.283972,0.345273,0.277253,0.333975,0.314415,0.314465,0.290412,0.0919688,0.500793,0.38568,0.264334,0.190886,0.293334,0.283264,0.343768,1
0.172699,0.205668,0.203639,0.181554,0.133552,0.1293,0.135512,0.135565,0.190353,0.191462,0.191111,0.191112,0.158454,0.269596,0.104592,0.222008,0.20546,0.119156,0.15907,0.13447,0.132443,1
