@relation fis
@attribute a00 real [0,1]
@attribute a01 real [0,1]
@attribute a02 real [0,1]
@attribute a03 real [0,1]
@attribute a04 real [0,1]
@attribute a05 real [0,1]
@attribute a06 real [0,1]
@attribute a07 real [0,1]
@attribute a08 real [0,1]
@attribute a09 real [0,1]
@attribute a10 real [0,1]
@attribute a11 real [0,1]
@attribute a12 real [0,1]
@attribute a13 real [0,1]
@attribute a14 real [0,1]
@attribute a15 real [0,1]
@attribute a16 real [0,1]
@attribute a17 real [0,1]
@attribute a18 real [0,1]
@attribute a19 real [0,1]
@attribute a20 real [0,1]
@attribute class {0,1}
@data
0.0946526,0.121949,0.10728,0.116584,0.102624,0.137425,0.102657,0.141513,0.113186,0.115032,0.113441,0.113458,0.109953,0.32831,0.0718594,0.152548,0.122,0.0779806,0.110172,0.102584,0.139849,0
0.0427736,0.0509896,0.096603,0.0850982,0.0916014,0.25331,0.0892214,0.251423,0.0887283,0.0868674,0.0890018,0.089005,0.0337264,0.022697,0.133806,0.0788386,0.0468829,0.16305,0.0357577,0.0899649,0.252646,0
0.227768,0.235607,0.4053,0.327363,0.433817,0.308976,0.433773,0.313237,0.275242,0.39437,0.361389,0.361433,0.158279,0.0778207,0.604347,0.257611,0.226873,0.365508,0.163149,0.433587,0.311786,0
0.0210877,0.0163567,0.0388828,0.0283446,0.115706,0.0928256,0.113787,0.0919633,0.0383691,0.0295716,0.0323981,0.032405,0.00522917,0.0222387,0.0237303,0.0235564,0.0146407,0.0838187,0.00597119,0.114678,0.0923752,0
0.0566738,0.0743794,0.0631587,0.069802,0.0823536,0.038513,0.0809132,0.0394333,0.0663865,0.06721,0.0663279,0.0663373,0.0620657,0.149501,0.0630984,0.0786526,0.0741195,0.0674013,0.0626801,0.0814755,0.0388788,0
0.0308767,0.0524575,0.0854257,0.0586282,0.147537,0.201814,0.14498,0.199333,0.0721024,0.0718255,0.0712139,0.0712107,0.0542921,0.0410754,0.117138,0.0893685,0.0510216,0.0907039,0.0557369,0.146097,0.200851,0
0.249084,0.383543,0.445033,0.395419,0.73019,0.757871,0.722147,0.754313,0.422437,0.410758,0.410488,0.410496,0.391275,0.127345,0.437703,0.540389,0.366639,0.647537,0.39422,0.72493,0.757911,0
0.0570441,0.0741374,0.106785,0.0683328,0.0884294,0.114944,0.0878593,0.11446,0.0895374,0.0818638,0.0853326,0.0853488,0.0710851,0.124031,0.0698946,0.12475,0.0731871,0.08594,0.072175,0.0879855,0.114803,0
0.0940164,0.0454567,0.0685408,0.0559153,0.076825,0.0520312,0.0770352,0.0543651,0.0568356,0.0610162,0.0599151,0.059927,0.0102127,0.136188,0.0303252,0.036633,0.0438076,0.0931017,0.0106058,0.076917,0.0531582,0
0.0614022,0.0688949,0.0947944,0.0754581,0.074172,0.108206,0.0739763,0.109437,0.0827009,0.0849736,0.0843067,0.0843321,0.0606093,0.0917162,0.071497,0.0910996,0.0680833,0.0796713,0.0613782,0.0738919,0.108803,0
0.549724,0.198797,0.345696,0.300216,0.174877,0.140869,0.180377,0.153061,0.374844,0.295359,0.323833,0.323868,0.0231277,0.0875505,0.0369282,0.105285,0.173611,0.799655,0.0253255,0.177225,0.147362,0
0.0397448,0.0694756,0.0468871,0.0484262,0.0426593,0.0303624,0.0423462,0.0321967,0.0473415,0.0485822,0.0478385,0.0478461,0.0820173,0.287939,0.028602,0.108976,0.0710605,0.0151574,0.0816698,0.0425292,0.0312807,0
0.362479,0.459052,0.523706,0.450035,0.557401,0.510064,0.558635,0.519091,0.463714,0.49467,0.486912,0.486943,0.39475,0.225195,0.459307,0.656375,0.452569,0.39391,0.398854,0.557654,0.515254,1
0.147196,0.243818,0.292713,0.245926,0.770155,0.338473,0.758922,0.329743,0.258831,0.264964,0.26356,0.263578,0.256545,0.0719276,0.713537,0.321571,0.239388,0.249838,0.259972,0.764147,0.334651,1
0.27771,0.400981,0.509269,0.314604,0.565208,0.46783,0.567244,0.469785,0.389205,0.401118,0.396021,0.396057,0.383923,0.210119,0.349336,0.534208,0.396149,0.324714,0.386634,0.566075,0.46973,1
0.300678,0.330844,0.541161,0.38109,0.513235,0.760884,0.513376,0.761129,0.426057,0.46306,0.453536,0.453588,0.22882,0.0580908,0.501937,0.359856,0.31529,0.588707,0.234386,0.512527,0.76194,1
0.359811,0.469424,0.617625,0.513108,0.907989,0.776061,0.904898,0.780764,0.519288,0.565207,0.549604,0.549677,0.398382,0.104072,0.629422,0.579225,0.459996,0.479329,0.404843,0.905829,0.779651,1
0.110509,0.154163,0.202568,0.16712,0.27615,0.226372,0.274782,0.227886,0.171963,0.18456,0.181821,0.181843,0.138678,0.114008,0.201446,0.235171,0.152034,0.151061,0.140774,0.27528,0.227277,1
0.201534,0.403046,0.422335,0.397344,0.959338,0.585965,0.948553,0.582762,0.377684,0.418592,0.405664,0.40569,0.502492,0.130295,0.648425,0.6056,0.398259,0.324723,0.507221,0.953386,0.584974,1
0.142981,0.194586,0.285973,0.225692,0.476939,0.251004,0.472096,0.248183,0.235526,0.24837,0.245753,0.245794,0.16807,0.0589545,0.330622,0.257955,0.185421,0.360064,0.17188,0.474144,0.25019,1
0.544217,0.792122,0.773412,0.734913,0.592459,0.671711,0.597779,0.692157,0.687331,0.785444,0.745,0.74519,0.813733,0.166758,0.677615,0.86603,0.789501,0.426618,0.816022,0.593831,0.682703,1
0.104394,0.132547,0.211324,0.187657,0.267637,0.381979,0.263854,0.379924,0.193334,0.196802,0.196479,0.196492,0.106724,0.0455526,0.278242,0.188924,0.126123,0.259366,0.110224,0.265327,0.381303,1
