@relation fis
@attribute a00 real [0,1]
@attribute a01 real [0,1]
@attribute a02 real [0,1]
@attribute a03 real [0,1]
@attribute a04 real [0,1]
@attribute a05 real [0,1]
@attribute a06 real [0,1]
@attribute a07 real [0,1]
@attribute a08 real [0,1]
@attribute a09 real [0,1]
@attribute a10 real [0,1]
@attribute a11 real [0,1]
@attribute a12 real [0,1]
@attribute a13 real [0,1]
@attribute a14 real [0,1]
@attribute a15 real [0,1]
@attribute a16 real [0,1]
@attribute a17 real [0,1]
@attribute a18 real [0,1]
@attribute a19 real [0,1]
@attribute a20 real [0,1]
@attribute class {0,1}
@data
0.0973111,0.0981885,0.108606,0.0808884,0.0975659,0.130519,0.0976916,0.132104,0.0994685,0.0887095,0.0933152,0.0933247,0.0742262,0.204279,0.0468165,0.114914,0.0976428,0.0853825,0.0748308,0.0974195,0.131194,0
0.475048,0.51551,0.462532,0.402176,0.306858,0.294278,0.313506,0.30984,0.387918,0.454983,0.435285,0.43534,0.391995,0.4675,0.291762,0.428215,0.513847,0.284083,0.392085,0.309845,0.302556,0
0.0773153,0.12745,0.203639,0.175894,0.386922,0.390045,0.380462,0.384746,0.19901,0.177424,0.185318,0.185342,0.119429,0.0529615,0.202251,0.224183,0.120708,0.26597,0.123607,0.383342,0.387602,0
0.158447,0.15855,0.329136,0.249998,0.502926,0.538203,0.498773,0.535522,0.242136,0.277098,0.271352,0.271282,0.0828946,0.0324267,0.45785,0.176655,0.141794,0.552273,0.087398,0.500639,0.537523,0
0.166423,0.202894,0.430971,0.297208,0.824798,0.675771,0.816151,0.666609,0.33622,0.362584,0.352157,0.35223,0.133186,0.0194596,0.60057,0.30544,0.186894,0.549549,0.141642,0.819599,0.672078,0
0,0.00174213,0,0,0.0106919,0.00924922,0.00960086,0.00890505,0,0,0,0,0.00508879,0.12322,0.00636943,0.00825512,0.00258461,0.00750162,0.00506856,0.010144,0.00897482,0
0.0191983,0.0149856,0.0283814,0.0235775,0.0532399,0.0246011,0.0521507,0.0246931,0.025129,0.0239418,0.0247543,0.0247584,0.0064224,0.0361342,0.0259206,0.0144286,0.0142154,0.0565998,0.00673494,0.0526437,0.0246926,0
0.0593798,0.0581679,0.0802626,0.0974465,0.144261,0.132891,0.14154,0.13323,0.0877979,0.09184,0.0908722,0.0908857,0.030638,0.0544774,0.108763,0.0705191,0.0535408,0.179903,0.0321125,0.14272,0.133195,0
0.104128,0.105109,0.153973,0.10705,0.197183,0.1996,0.196063,0.199327,0.1291,0.126845,0.127779,0.127816,0.063101,0.0655351,0.128057,0.083939,0.101078,0.182759,0.0645374,0.196341,0.199389,0
0.069748,0.113755,0.0953639,0.0957561,0.095965,0.0917444,0.0956107,0.0944237,0.0903869,0.099229,0.0958393,0.0958593,0.121043,0.25741,0.0997367,0.147455,0.114884,0.0452772,0.121125,0.0956856,0.0931861,0
0.105296,0.0992693,0.0893997,0.147586,0.158393,0.108763,0.156597,0.113866,0.0952088,0.135889,0.122784,0.122789,0.0659788,0.175101,0.206616,0.111158,0.0978718,0.108436,0.0671758,0.157449,0.11124,0
0.241289,0.44034,0.300849,0.333719,0.199963,0.222064,0.202181,0.234105,0.250943,0.344003,0.317373,0.317472,0.515951,0.472488,0.293219,0.391975,0.442165,0.159483,0.514459,0.200858,0.228602,0
0.0284556,0.0553127,0.0623827,0.0591717,0.0709562,0.0787279,0.0695816,0.0788508,0.0564797,0.0620977,0.0605306,0.0605427,0.06733,0.0778207,0.0901302,0.096057,0.0556183,0.0437723,0.0679917,0.0701662,0.0787707,0
0.0872562,0.129886,0.169944,0.14479,0.274462,0.274914,0.271192,0.27359,0.140414,0.159081,0.153178,0.15319,0.12092,0.0667807,0.248609,0.165896,0.127006,0.160757,0.123225,0.272569,0.274623,1
0.108714,0.158937,0.201542,0.186211,0.250354,0.343485,0.248459,0.344989,0.173569,0.195612,0.189374,0.189385,0.152155,0.121487,0.249173,0.242331,0.156173,0.170026,0.154487,0.24899,0.344655,1
0.346851,0.268675,0.445741,0.363385,0.489496,0.520223,0.489794,0.525547,0.391911,0.390583,0.394499,0.394554,0.128395,0.0750416,0.340567,0.25676,0.251624,0.605397,0.133293,0.489321,0.522746,1
0.223923,0.235994,0.286092,0.347882,0.30823,0.416674,0.306193,0.424649,0.286258,0.338539,0.321534,0.321587,0.140468,0.0972802,0.419287,0.297428,0.227053,0.369796,0.144784,0.306717,0.421137,1
0.211228,0.364977,0.399436,0.330877,0.554638,0.482977,0.549862,0.481245,0.347494,0.357358,0.354041,0.354106,0.412824,0.161963,0.44739,0.4901,0.359948,0.315186,0.416716,0.551802,0.482897,1
0.196948,0.226122,0.458195,0.295739,0.687951,0.504879,0.683556,0.499443,0.362215,0.378997,0.372459,0.372511,0.129957,0.026751,0.474083,0.303923,0.21027,0.555206,0.137285,0.685347,0.503146,1
0.644538,1,0.791518,0.65327,0.601897,0.720252,0.60781,0.734889,0.68348,0.726415,0.712296,0.712427,1,0.442699,0.576735,1,1,0.437197,1,0.604114,0.728634,1
0.209652,0.316229,0.330244,0.334539,0.315548,0.397018,0.315795,0.405282,0.280821,0.350414,0.330313,0.330364,0.318418,0.22986,0.420704,0.388742,0.31583,0.169691,0.320361,0.315185,0.40148,1
0.119747,0.194151,0.211305,0.211571,0.322304,0.353506,0.318771,0.354375,0.198488,0.211358,0.208369,0.208406,0.203692,0.0945011,0.242554,0.249492,0.190558,0.207158,0.205884,0.32027,0.354434,1
0.307856,0.509299,0.438788,0.462306,0.361424,0.412843,0.363225,0.426468,0.416421,0.468183,0.449642,0.449669,0.567716,0.276083,0.40782,0.681591,0.51033,0.208926,0.568408,0.361654,0.419747,1
