@relation fis
@attribute a00 real [0,1]
@attribute a01 real [0,1]
@attribute a02 real [0,1]
@attribute a03 real [0,1]
@attribute a04 real [0,1]
@attribute a05 real [0,1]
@attribute a06 real [0,1]
@attribute a07 real [0,1]
@attribute a08 real [0,1]
@attribute a09 real [0,1]
@attribute a10 real [0,1]
@attribute a11 real [0,1]
@attribute a12 real [0,1]
@attribute a13 real [0,1]
@attribute a14 real [0,1]
@attribute a15 real [0,1]
@attribute a16 real [0,1]
@attribute a17 real [0,1]
@attribute a18 real [0,1]
@attribute a19 real [0,1]
@attribute a20 real [0,1]
@attribute class {0,1}
@data
0.0236038,0.0295517,0.0269044,0.0141124,0,0.0016352,0,0.00229539,0.0169577,0.0204284,0.0198492,0.0198516,0.0294272,0.512324,0.00993663,0.0287284,0.0305246,0.0150395,0.0291442,0,0.0019094,0
0.00640892,0.00220993,0.00665256,0.00111002,0.00697269,0.00541046,0.00615942,0.0051501,0.00633889,0.00202318,0.00391259,0.00390921,0.00136871,0.0739311,0,0.00305454,0.00250282,0.0226771,0.00135393,0.006569,0.00525085,0
0.131065,0.0689433,0.105296,0.0974465,0.0711569,0.0740112,0.0720805,0.078037,0.0812204,0.105537,0.0985399,0.0985848,0.0157051,0.243192,0.0880366,0.0492231,0.0653515,0.156251,0.0164555,0.0715692,0.0759082,0
0.100454,0.0760892,0.0913898,0.0836012,0.0770853,0.0816443,0.0774409,0.0846844,0.101455,0.0790541,0.0859147,0.0859168,0.0325332,0.175101,0.0113861,0.0842895,0.0747575,0.0971086,0.0331713,0.0772122,0.0832439,0
0.0862023,0.170035,0.205253,0.165139,0.30881,0.41582,0.30376,0.410935,0.175721,0.172731,0.178404,0.178416,0.206412,0.0802531,0.267572,0.251123,0.165104,0.233942,0.208453,0.305816,0.413583,0
0.0701753,0.122353,0.135742,0.109463,0.162056,0.104477,0.160549,0.104494,0.120334,0.118436,0.11941,0.119429,0.148031,0.126199,0.11498,0.152012,0.120822,0.121549,0.148915,0.160996,0.104581,0
0.24257,0.345265,0.327659,0.337426,0.369946,0.331329,0.370349,0.341085,0.318939,0.339843,0.333958,0.333997,0.335737,0.190066,0.297084,0.382876,0.342445,0.247757,0.336973,0.36994,0.33669,0
0.0470652,0.0543932,0.0675457,0.0371878,0.0288723,0.0335868,0.0294412,0.0346257,0.0451247,0.0524992,0.0503769,0.0503807,0.0453429,0.266535,0.0404793,0.0640809,0.0550784,0.0331839,0.0453741,0.0291814,0.0341084,0
0.174541,0.129531,0.278475,0.236157,0.49518,0.531047,0.489204,0.527403,0.25769,0.246192,0.249389,0.249436,0.0607321,0.012973,0.297906,0.128741,0.109159,0.639011,0.0647804,0.491657,0.529363,0
0.493287,0.41345,0.54822,0.419006,0.568208,0.381258,0.573073,0.393081,0.460405,0.470397,0.464515,0.464605,0.209272,0.221306,0.325469,0.435197,0.404656,0.43935,0.213175,0.5702,0.38709,0
0.256689,0.266143,0.197768,0.311615,0.144374,0.0971851,0.146728,0.113847,0.182703,0.309826,0.269339,0.269411,0.183653,0.419174,0.31211,0.193573,0.266166,0.13716,0.183562,0.145461,0.105494,0
0.311616,0.630958,0.435759,0.437024,0.518895,0.565231,0.512256,0.564848,0.416037,0.434301,0.428557,0.428596,0.80359,0.237457,0.556411,0.665203,0.630907,0.287147,0.804652,0.514999,0.565565,0
0.131198,0.205249,0.370128,0.287918,0.498001,0.803433,0.489092,0.792252,0.328644,0.324149,0.321472,0.321491,0.197164,0.0243186,0.508153,0.317693,0.188939,0.558746,0.203715,0.49233,0.798433,1
0.348863,0.39448,0.721093,0.41855,1,0.811043,1,0.809046,0.489211,0.587369,0.556346,0.556412,0.287903,0.0739957,0.764508,0.426012,0.375914,0.697905,0.294845,1,0.810729,1
0.114288,0.120433,0.183481,0.113397,0.124753,0.164033,0.126034,0.165455,0.127615,0.153234,0.146441,0.146464,0.0858602,0.160218,0.162795,0.119098,0.118336,0.136326,0.0870509,0.125271,0.164909,1
0.18883,0.288597,0.398566,0.316143,0.476401,0.437392,0.47505,0.439494,0.334877,0.348199,0.347118,0.347175,0.285622,0.122498,0.388479,0.481401,0.283849,0.276486,0.290002,0.475254,0.439384,1
0.0100264,0.00603294,0.0144567,0.0047026,0.00206029,0,0.00157958,0,0.00771023,0.00798924,0.00833572,0.00833393,0.00589598,0.0518804,0.0149452,0.00211028,0.00647789,0.0200753,0.00584968,0.00182559,0,1
0.166518,0.245092,0.312602,0.268458,0.326809,0.584858,0.323497,0.583417,0.25608,0.299452,0.286812,0.286848,0.218555,0.105788,0.493747,0.297628,0.238504,0.309361,0.222566,0.324333,0.585032,1
0.189448,0.35554,0.423336,0.318197,0.523698,0.361866,0.516557,0.353379,0.357373,0.353317,0.355692,0.355724,0.41414,0.101945,0.473552,0.559059,0.350804,0.30365,0.419354,0.518838,0.358076,1
0.0374945,0.0340845,0.0425126,0.0301823,0.0288786,0.0346552,0.0285172,0.0351991,0.0345747,0.0325313,0.0350272,0.0350397,0.0216537,0.159537,0.0215643,0.041898,0.034467,0.0334513,0.0219233,0.0287262,0.0348039,1
0.133353,0.245625,0.375272,0.291713,0.44936,0.766669,0.441746,0.757004,0.313142,0.319927,0.318947,0.318961,0.267828,0.0540426,0.516632,0.434682,0.23785,0.341893,0.275143,0.444407,0.762215,1
0.48873,0.776313,0.716887,0.669925,0.598075,0.711817,0.601947,0.728841,0.663824,0.68962,0.689245,0.68933,0.859321,0.252922,0.567346,0.911561,0.773012,0.435896,0.860476,0.598918,0.720914,1
