@relation fis
@attribute a00 real [0,1]
@attribute a01 real [0,1]
@attribute a02 real [0,1]
@attribute a03 real [0,1]
@attribute a04 real [0,1]
@attribute a05 real [0,1]
@attribute a06 real [0,1]
@attribute a07 real [0,1]
@attribute a08 real [0,1]
@attribute a09 real [0,1]
@attribute a10 real [0,1]
@attribute a11 real [0,1]
@attribute a12 real [0,1]
@attribute a13 real [0,1]
@attribute a14 real [0,1]
@attribute a15 real [0,1]
@attribute a16 real [0,1]
@attribute a17 real [0,1]
@attribute a18 real [0,1]
@attribute a19 real [0,1]
@attribute a20 real [0,1]
@attribute class {0,1}
@data
0.0407322,0.0692659,0.0553421,0.037303,0.0312979,0.0348155,0.0313925,0.0358606,0.0464353,0.0433147,0.0456103,0.045617,0.0812627,0.297387,0.0227318,0.0817643,0.0705534,0.0230488,0.0808714,0.0312323,0.0353603,0
0.424906,0.51559,0.564435,0.467805,0.275011,0.36305,0.281501,0.375924,0.570848,0.46083,0.498802,0.498914,0.39024,0.249026,0.17617,0.648285,0.512228,0.332007,0.393612,0.278098,0.369384,0
0.013492,0.0210669,0.0255401,0.0193861,0.0292408,0.0260108,0.0282457,0.025807,0.023697,0.0203353,0.021753,0.0217608,0.021759,0.105618,0.0225144,0.0443373,0.0217238,0.0205921,0.0220448,0.0286982,0.0259113,0
0.0732516,0.131789,0.206705,0.179629,0.51069,0.47861,0.501915,0.471053,0.171842,0.198634,0.1906,0.190602,0.142486,0.0145947,0.485172,0.224727,0.12501,0.268816,0.14704,0.505743,0.475591,0
0.327538,0.418289,0.509863,0.370464,0.413294,0.418701,0.416609,0.424652,0.444843,0.412543,0.425756,0.425808,0.39124,0.222199,0.267621,0.484398,0.407028,0.507454,0.393786,0.414172,0.421907,0
0.054547,0.056458,0.0462613,0.0619674,0.0268873,0.0316674,0.0266816,0.0344529,0.0407922,0.0630032,0.0565178,0.0565237,0.0427985,0.191776,0.0590561,0.0465048,0.0569596,0.0387863,0.0428224,0.0267639,0.0329214,0
0.102115,0.156502,0.280134,0.321389,0.69564,0.738734,0.681745,0.729991,0.274882,0.302722,0.293454,0.293492,0.122254,0.0134725,0.707377,0.230407,0.142399,0.478676,0.130498,0.687937,0.735469,0
0.217837,0.33699,0.43614,0.330619,0.506443,0.544529,0.504135,0.543904,0.373635,0.371934,0.375847,0.375896,0.346248,0.111176,0.385628,0.526096,0.331779,0.308768,0.350807,0.504828,0.545044,0
0.0182678,0.0157437,0.0286442,0.020031,0.0566392,0.0303021,0.055532,0.0301386,0.0236283,0.0228035,0.023299,0.0233025,0.00845792,0.0445596,0.0246483,0.0178408,0.0152296,0.0503175,0.00874848,0.0560696,0.0301679,0
0.117696,0.137338,0.135492,0.129858,0.0760489,0.0821714,0.077353,0.0872641,0.116018,0.140458,0.132713,0.132737,0.121148,0.188714,0.10671,0.147305,0.137688,0.0758049,0.121264,0.0766731,0.0842934,0
0.148051,0.129466,0.141719,0.115092,0.00243346,0.122924,0.0045783,0.126925,0.131151,0.12123,0.125079,0.125095,0.0809469,0.311283,0.0544662,0.137998,0.128854,0.0993976,0.081531,0.00330004,0.125314,0
0.220666,0.226509,0.253217,0.237143,0.149431,0.206207,0.1517,0.213877,0.208601,0.25711,0.24665,0.246681,0.161437,0.208703,0.249744,0.224655,0.222915,0.220208,0.162732,0.15041,0.209974,0
0.209785,0.29534,0.386556,0.365582,0.576814,0.7184,0.57278,0.721218,0.348607,0.383163,0.372264,0.372316,0.266003,0.0819746,0.479841,0.373898,0.287546,0.36326,0.270665,0.57451,0.720638,1
0.145297,0.224316,0.244868,0.268863,0.298413,0.294783,0.295625,0.298555,0.279741,0.256587,0.262248,0.262271,0.263406,0.136188,0.176524,0.373047,0.216044,0.347382,0.265353,0.2962,0.29694,1
0.0793851,0.160615,0.247346,0.206569,0.706824,0.788949,0.693724,0.775671,0.21924,0.218685,0.220279,0.220295,0.189829,0.035529,0.491871,0.316814,0.153768,0.281861,0.196042,0.69946,0.783014,1
0.0748277,0.161163,0.193888,0.162297,0.286159,0.391825,0.284385,0.392788,0.143849,0.187814,0.1714,0.17139,0.21766,0.150336,0.292623,0.268177,0.160688,0.108354,0.218955,0.285042,0.392548,1
0.00521259,0.00201636,0.00883045,0.000723122,0.00616519,0.00498023,0.00544059,0.0046929,0.00427178,0.00364276,0.00410822,0.00410969,0,0.0756585,0.00489584,0.00170968,0.00242103,0.019894,0,0.00579837,0.00477666,1
0.0919371,0.182843,0.147351,0.165038,0.117338,0.0925859,0.118039,0.0989375,0.147384,0.154181,0.152534,0.152555,0.228083,0.304802,0.140023,0.209826,0.184996,0.0457712,0.22753,0.117513,0.0961007,1
0.192144,0.302082,0.210635,0.168151,0.342403,0.326972,0.339382,0.326022,0.170272,0.194148,0.188739,0.188764,0.314101,0.213485,0.296593,0.281833,0.304379,0.0898109,0.313869,0.340544,0.32677,1
0.092051,0.146871,0.168254,0.116073,0.145117,0.144276,0.145663,0.145912,0.127429,0.143749,0.138491,0.138517,0.153471,0.173885,0.127195,0.194446,0.147258,0.0794175,0.154157,0.145234,0.145233,1
0.186134,0.232591,0.41209,0.301468,0.756875,0.826267,0.747385,0.816009,0.349044,0.346166,0.347443,0.347471,0.176967,0.0304526,0.520417,0.291533,0.214523,0.61802,0.183267,0.751237,0.822298,1
